date of birth,number of people,Date
"1971_07_20",144,1971-07-20
"1971_07_21",156,1971-07-21
"1971_07_22",110,1971-07-22
"1971_07_23",142,1971-07-23
"1971_07_24",113,1971-07-24
"1971_07_25",125,1971-07-25
"1971_07_26",134,1971-07-26
"1971_07_27",162,1971-07-27
"1971_07_28",125,1971-07-28
"1971_07_29",113,1971-07-29
"1971_07_30",91,1971-07-30
"1971_07_31",106,1971-07-31
"1971_08_01",169,1971-08-01
"1971_08_02",133,1971-08-02
"1971_08_03",129,1971-08-03
"1971_08_04",140,1971-08-04
"1971_08_05",133,1971-08-05
"1971_08_06",147,1971-08-06
"1971_08_07",146,1971-08-07
"1971_08_08",178,1971-08-08
"1971_08_09",140,1971-08-09
"1971_08_10",151,1971-08-10
"1971_08_11",128,1971-08-11
"1971_08_12",117,1971-08-12
"1971_08_13",130,1971-08-13
"1971_08_14",122,1971-08-14
"1971_08_15",141,1971-08-15
"1971_08_16",116,1971-08-16
"1971_08_17",142,1971-08-17
"1971_08_18",152,1971-08-18
"1971_08_19",120,1971-08-19
"1971_08_20",138,1971-08-20
"1971_08_21",134,1971-08-21
"1971_08_22",124,1971-08-22
"1971_08_23",161,1971-08-23
"1971_08_24",135,1971-08-24
"1971_08_25",156,1971-08-25
"1971_08_26",115,1971-08-26
"1971_08_27",136,1971-08-27
"1971_08_28",169,1971-08-28
"1971_08_29",124,1971-08-29
"1971_08_30",120,1971-08-30
"1971_08_31",110,1971-08-31
"1971_09_01",158,1971-09-01
"1971_09_02",138,1971-09-02
"1971_09_03",164,1971-09-03
"1971_09_04",152,1971-09-04
"1971_09_05",135,1971-09-05
"1971_09_06",154,1971-09-06
"1971_09_07",120,1971-09-07
"1971_09_08",141,1971-09-08
"1971_09_09",200,1971-09-09
"1971_09_10",172,1971-09-10
"1971_09_11",153,1971-09-11
"1971_09_12",166,1971-09-12
"1971_09_13",142,1971-09-13
"1971_09_14",164,1971-09-14
"1971_09_15",169,1971-09-15
"1971_09_16",149,1971-09-16
"1971_09_17",141,1971-09-17
"1971_09_18",137,1971-09-18
"1971_09_19",162,1971-09-19
"1971_09_20",166,1971-09-20
"1971_09_21",152,1971-09-21
"1971_09_22",142,1971-09-22
"1971_09_23",152,1971-09-23
"1971_09_24",146,1971-09-24
"1971_09_25",172,1971-09-25
"1971_09_26",152,1971-09-26
"1971_09_27",164,1971-09-27
"1971_09_28",170,1971-09-28
"1971_09_29",141,1971-09-29
"1971_09_30",133,1971-09-30
"1971_10_01",132,1971-10-01
"1971_10_02",154,1971-10-02
"1971_10_03",136,1971-10-03
"1971_10_04",130,1971-10-04
"1971_10_05",126,1971-10-05
"1971_10_06",113,1971-10-06
"1971_10_07",146,1971-10-07
"1971_10_08",135,1971-10-08
"1971_10_09",106,1971-10-09
"1971_10_10",240,1971-10-10
"1971_10_11",120,1971-10-11
"1971_10_12",145,1971-10-12
"1971_10_13",118,1971-10-13
"1971_10_14",113,1971-10-14
"1971_10_15",138,1971-10-15
"1971_10_16",129,1971-10-16
"1971_10_17",124,1971-10-17
"1971_10_18",110,1971-10-18
"1971_10_19",136,1971-10-19
"1971_10_20",144,1971-10-20
"1971_10_21",123,1971-10-21
"1971_10_22",124,1971-10-22
"1971_10_23",134,1971-10-23
"1971_10_24",124,1971-10-24
"1971_10_25",152,1971-10-25
"1971_10_26",132,1971-10-26
"1971_10_27",131,1971-10-27
"1971_10_28",178,1971-10-28
"1971_10_29",119,1971-10-29
"1971_10_30",117,1971-10-30
"1971_10_31",101,1971-10-31
"1971_11_01",164,1971-11-01
"1971_11_02",136,1971-11-02
"1971_11_03",108,1971-11-03
"1971_11_04",122,1971-11-04
"1971_11_05",149,1971-11-05
"1971_11_06",106,1971-11-06
"1971_11_07",100,1971-11-07
"1971_11_08",131,1971-11-08
"1971_11_09",113,1971-11-09
"1971_11_10",117,1971-11-10
"1971_11_11",172,1971-11-11
"1971_11_12",153,1971-11-12
"1971_11_13",107,1971-11-13
"1971_11_14",127,1971-11-14
"1971_11_15",144,1971-11-15
"1971_11_16",113,1971-11-16
"1971_11_17",136,1971-11-17
"1971_11_18",114,1971-11-18
"1971_11_19",124,1971-11-19
"1971_11_20",133,1971-11-20
"1971_11_21",107,1971-11-21
"1971_11_22",135,1971-11-22
"1971_11_23",123,1971-11-23
"1971_11_24",131,1971-11-24
"1971_11_25",152,1971-11-25
"1971_11_26",131,1971-11-26
"1971_11_27",137,1971-11-27
"1971_11_28",140,1971-11-28
"1971_11_29",122,1971-11-29
"1971_11_30",136,1971-11-30
"1971_12_01",140,1971-12-01
"1971_12_02",147,1971-12-02
"1971_12_03",118,1971-12-03
"1971_12_04",127,1971-12-04
"1971_12_05",140,1971-12-05
"1971_12_06",124,1971-12-06
"1971_12_07",151,1971-12-07
"1971_12_08",112,1971-12-08
"1971_12_09",100,1971-12-09
"1971_12_10",143,1971-12-10
"1971_12_11",103,1971-12-11
"1971_12_12",148,1971-12-12
"1971_12_13",132,1971-12-13
"1971_12_14",127,1971-12-14
"1971_12_15",147,1971-12-15
"1971_12_16",164,1971-12-16
"1971_12_17",123,1971-12-17
"1971_12_18",136,1971-12-18
"1971_12_19",133,1971-12-19
"1971_12_20",163,1971-12-20
"1971_12_21",149,1971-12-21
"1971_12_22",118,1971-12-22
"1971_12_23",160,1971-12-23
"1971_12_24",173,1971-12-24
"1971_12_25",205,1971-12-25
"1971_12_26",140,1971-12-26
"1971_12_27",130,1971-12-27
"1971_12_28",139,1971-12-28
"1971_12_29",137,1971-12-29
"1971_12_30",109,1971-12-30
"1971_12_31",126,1971-12-31
"1972_01_01",405,1972-01-01
"1972_01_02",190,1972-01-02
"1972_01_03",183,1972-01-03
"1972_01_04",158,1972-01-04
"1972_01_05",186,1972-01-05
"1972_01_06",161,1972-01-06
"1972_01_07",166,1972-01-07
"1972_01_08",138,1972-01-08
"1972_01_09",120,1972-01-09
"1972_01_10",189,1972-01-10
"1972_01_11",149,1972-01-11
"1972_01_12",142,1972-01-12
"1972_01_13",139,1972-01-13
"1972_01_14",119,1972-01-14
"1972_01_15",165,1972-01-15
"1972_01_16",122,1972-01-16
"1972_01_17",134,1972-01-17
"1972_01_18",134,1972-01-18
"1972_01_19",114,1972-01-19
"1972_01_20",146,1972-01-20
"1972_01_21",118,1972-01-21
"1972_01_22",122,1972-01-22
"1972_01_23",120,1972-01-23
"1972_01_24",119,1972-01-24
"1972_01_25",123,1972-01-25
"1972_01_26",124,1972-01-26
"1972_01_27",112,1972-01-27
"1972_01_28",140,1972-01-28
"1972_01_29",91,1972-01-29
"1972_01_30",121,1972-01-30
"1972_01_31",139,1972-01-31
"1972_02_01",156,1972-02-01
"1972_02_02",325,1972-02-02
"1972_02_03",186,1972-02-03
"1972_02_04",165,1972-02-04
"1972_02_05",147,1972-02-05
"1972_02_06",174,1972-02-06
"1972_02_07",167,1972-02-07
"1972_02_08",143,1972-02-08
"1972_02_09",133,1972-02-09
"1972_02_10",176,1972-02-10
"1972_02_11",140,1972-02-11
"1972_02_12",172,1972-02-12
"1972_02_13",122,1972-02-13
"1972_02_14",150,1972-02-14
"1972_02_15",168,1972-02-15
"1972_02_16",160,1972-02-16
"1972_02_17",136,1972-02-17
"1972_02_18",149,1972-02-18
"1972_02_19",133,1972-02-19
"1972_02_20",147,1972-02-20
"1972_02_21",136,1972-02-21
"1972_02_22",164,1972-02-22
"1972_02_23",153,1972-02-23
"1972_02_24",125,1972-02-24
"1972_02_25",156,1972-02-25
"1972_02_26",127,1972-02-26
"1972_02_27",140,1972-02-27
"1972_02_28",175,1972-02-28
"1972_02_29",111,1972-02-29
"1972_03_01",135,1972-03-01
"1972_03_02",195,1972-03-02
"1972_03_03",290,1972-03-03
"1972_03_04",186,1972-03-04
"1972_03_05",163,1972-03-05
"1972_03_06",166,1972-03-06
"1972_03_07",154,1972-03-07
"1972_03_08",151,1972-03-08
"1972_03_09",146,1972-03-09
"1972_03_10",183,1972-03-10
"1972_03_11",149,1972-03-11
"1972_03_12",195,1972-03-12
"1972_03_13",175,1972-03-13
"1972_03_14",172,1972-03-14
"1972_03_15",212,1972-03-15
"1972_03_16",157,1972-03-16
"1972_03_17",165,1972-03-17
"1972_03_18",143,1972-03-18
"1972_03_19",120,1972-03-19
"1972_03_20",158,1972-03-20
"1972_03_21",153,1972-03-21
"1972_03_22",154,1972-03-22
"1972_03_23",197,1972-03-23
"1972_03_24",162,1972-03-24
"1972_03_25",128,1972-03-25
"1972_03_26",158,1972-03-26
"1972_03_27",141,1972-03-27
"1972_03_28",145,1972-03-28
"1972_03_29",135,1972-03-29
"1972_03_30",105,1972-03-30
"1972_03_31",97,1972-03-31
"1972_04_01",171,1972-04-01
"1972_04_02",143,1972-04-02
"1972_04_03",178,1972-04-03
"1972_04_04",238,1972-04-04
"1972_04_05",179,1972-04-05
"1972_04_06",162,1972-04-06
"1972_04_07",132,1972-04-07
"1972_04_08",134,1972-04-08
"1972_04_09",166,1972-04-09
"1972_04_10",176,1972-04-10
"1972_04_11",172,1972-04-11
"1972_04_12",169,1972-04-12
"1972_04_13",147,1972-04-13
"1972_04_14",146,1972-04-14
"1972_04_15",159,1972-04-15
"1972_04_16",161,1972-04-16
"1972_04_17",138,1972-04-17
"1972_04_18",139,1972-04-18
"1972_04_19",113,1972-04-19
"1972_04_20",144,1972-04-20
"1972_04_21",141,1972-04-21
"1972_04_22",145,1972-04-22
"1972_04_23",117,1972-04-23
"1972_04_24",193,1972-04-24
"1972_04_25",122,1972-04-25
"1972_04_26",140,1972-04-26
"1972_04_27",166,1972-04-27
"1972_04_28",168,1972-04-28
"1972_04_29",121,1972-04-29
"1972_04_30",112,1972-04-30
"1972_05_01",156,1972-05-01
"1972_05_02",165,1972-05-02
"1972_05_03",159,1972-05-03
"1972_05_04",153,1972-05-04
"1972_05_05",255,1972-05-05
"1972_05_06",163,1972-05-06
"1972_05_07",162,1972-05-07
"1972_05_08",150,1972-05-08
"1972_05_09",133,1972-05-09
"1972_05_10",170,1972-05-10
"1972_05_11",129,1972-05-11
"1972_05_12",156,1972-05-12
"1972_05_13",135,1972-05-13
"1972_05_14",139,1972-05-14
"1972_05_15",169,1972-05-15
"1972_05_16",141,1972-05-16
"1972_05_17",116,1972-05-17
"1972_05_18",118,1972-05-18
"1972_05_19",126,1972-05-19
"1972_05_20",139,1972-05-20
"1972_05_21",119,1972-05-21
"1972_05_22",139,1972-05-22
"1972_05_23",128,1972-05-23
"1972_05_24",119,1972-05-24
"1972_05_25",147,1972-05-25
"1972_05_26",115,1972-05-26
"1972_05_27",100,1972-05-27
"1972_05_28",135,1972-05-28
"1972_05_29",121,1972-05-29
"1972_05_30",104,1972-05-30
"1972_05_31",108,1972-05-31
"1972_06_01",167,1972-06-01
"1972_06_02",167,1972-06-02
"1972_06_03",183,1972-06-03
"1972_06_04",172,1972-06-04
"1972_06_05",188,1972-06-05
"1972_06_06",332,1972-06-06
"1972_06_07",153,1972-06-07
"1972_06_08",132,1972-06-08
"1972_06_09",123,1972-06-09
"1972_06_10",169,1972-06-10
"1972_06_11",147,1972-06-11
"1972_06_12",224,1972-06-12
"1972_06_13",131,1972-06-13
"1972_06_14",149,1972-06-14
"1972_06_15",174,1972-06-15
"1972_06_16",198,1972-06-16
"1972_06_17",128,1972-06-17
"1972_06_18",130,1972-06-18
"1972_06_19",129,1972-06-19
"1972_06_20",172,1972-06-20
"1972_06_21",145,1972-06-21
"1972_06_22",165,1972-06-22
"1972_06_23",122,1972-06-23
"1972_06_24",155,1972-06-24
"1972_06_25",164,1972-06-25
"1972_06_26",185,1972-06-26
"1972_06_27",113,1972-06-27
"1972_06_28",152,1972-06-28
"1972_06_29",116,1972-06-29
"1972_06_30",137,1972-06-30
"1972_07_01",164,1972-07-01
"1972_07_02",127,1972-07-02
"1972_07_03",146,1972-07-03
"1972_07_04",136,1972-07-04
"1972_07_05",155,1972-07-05
"1972_07_06",143,1972-07-06
"1972_07_07",186,1972-07-07
"1972_07_08",133,1972-07-08
"1972_07_09",123,1972-07-09
"1972_07_10",162,1972-07-10
"1972_07_11",111,1972-07-11
"1972_07_12",142,1972-07-12
"1972_07_13",124,1972-07-13
"1972_07_14",143,1972-07-14
"1972_07_15",144,1972-07-15
"1972_07_16",151,1972-07-16
"1972_07_17",150,1972-07-17
"1972_07_18",121,1972-07-18
"1972_07_19",128,1972-07-19
"1972_07_20",111,1972-07-20
"1972_07_21",107,1972-07-21
"1972_07_22",152,1972-07-22
"1972_07_23",148,1972-07-23
"1972_07_24",136,1972-07-24
"1972_07_25",148,1972-07-25
"1972_07_26",112,1972-07-26
"1972_07_27",173,1972-07-27
"1972_07_28",134,1972-07-28
"1972_07_29",127,1972-07-29
"1972_07_30",87,1972-07-30
"1972_07_31",109,1972-07-31
"1972_08_01",143,1972-08-01
"1972_08_02",140,1972-08-02
"1972_08_03",138,1972-08-03
"1972_08_04",142,1972-08-04
"1972_08_05",165,1972-08-05
"1972_08_06",144,1972-08-06
"1972_08_07",145,1972-08-07
"1972_08_08",215,1972-08-08
"1972_08_09",125,1972-08-09
"1972_08_10",166,1972-08-10
"1972_08_11",149,1972-08-11
"1972_08_12",152,1972-08-12
"1972_08_13",115,1972-08-13
"1972_08_14",136,1972-08-14
"1972_08_15",146,1972-08-15
"1972_08_16",133,1972-08-16
"1972_08_17",143,1972-08-17
"1972_08_18",145,1972-08-18
"1972_08_19",115,1972-08-19
"1972_08_20",147,1972-08-20
"1972_08_21",136,1972-08-21
"1972_08_22",141,1972-08-22
"1972_08_23",134,1972-08-23
"1972_08_24",146,1972-08-24
"1972_08_25",165,1972-08-25
"1972_08_26",156,1972-08-26
"1972_08_27",136,1972-08-27
"1972_08_28",190,1972-08-28
"1972_08_29",125,1972-08-29
"1972_08_30",131,1972-08-30
"1972_08_31",113,1972-08-31
"1972_09_01",162,1972-09-01
"1972_09_02",159,1972-09-02
"1972_09_03",149,1972-09-03
"1972_09_04",143,1972-09-04
"1972_09_05",148,1972-09-05
"1972_09_06",163,1972-09-06
"1972_09_07",145,1972-09-07
"1972_09_08",162,1972-09-08
"1972_09_09",196,1972-09-09
"1972_09_10",179,1972-09-10
"1972_09_11",148,1972-09-11
"1972_09_12",173,1972-09-12
"1972_09_13",127,1972-09-13
"1972_09_14",147,1972-09-14
"1972_09_15",193,1972-09-15
"1972_09_16",148,1972-09-16
"1972_09_17",140,1972-09-17
"1972_09_18",144,1972-09-18
"1972_09_19",150,1972-09-19
"1972_09_20",147,1972-09-20
"1972_09_21",154,1972-09-21
"1972_09_22",145,1972-09-22
"1972_09_23",185,1972-09-23
"1972_09_24",155,1972-09-24
"1972_09_25",157,1972-09-25
"1972_09_26",132,1972-09-26
"1972_09_27",154,1972-09-27
"1972_09_28",167,1972-09-28
"1972_09_29",145,1972-09-29
"1972_09_30",132,1972-09-30
"1972_10_01",143,1972-10-01
"1972_10_02",157,1972-10-02
"1972_10_03",140,1972-10-03
"1972_10_04",140,1972-10-04
"1972_10_05",147,1972-10-05
"1972_10_06",151,1972-10-06
"1972_10_07",114,1972-10-07
"1972_10_08",137,1972-10-08
"1972_10_09",143,1972-10-09
"1972_10_10",287,1972-10-10
"1972_10_11",123,1972-10-11
"1972_10_12",145,1972-10-12
"1972_10_13",125,1972-10-13
"1972_10_14",120,1972-10-14
"1972_10_15",136,1972-10-15
"1972_10_16",135,1972-10-16
"1972_10_17",132,1972-10-17
"1972_10_18",122,1972-10-18
"1972_10_19",123,1972-10-19
"1972_10_20",141,1972-10-20
"1972_10_21",96,1972-10-21
"1972_10_22",126,1972-10-22
"1972_10_23",131,1972-10-23
"1972_10_24",119,1972-10-24
"1972_10_25",126,1972-10-25
"1972_10_26",142,1972-10-26
"1972_10_27",127,1972-10-27
"1972_10_28",109,1972-10-28
"1972_10_29",110,1972-10-29
"1972_10_30",120,1972-10-30
"1972_10_31",117,1972-10-31
"1972_11_01",124,1972-11-01
"1972_11_02",144,1972-11-02
"1972_11_03",122,1972-11-03
"1972_11_04",111,1972-11-04
"1972_11_05",114,1972-11-05
"1972_11_06",132,1972-11-06
"1972_11_07",101,1972-11-07
"1972_11_08",113,1972-11-08
"1972_11_09",140,1972-11-09
"1972_11_10",131,1972-11-10
"1972_11_11",175,1972-11-11
"1972_11_12",126,1972-11-12
"1972_11_13",132,1972-11-13
"1972_11_14",112,1972-11-14
"1972_11_15",136,1972-11-15
"1972_11_16",134,1972-11-16
"1972_11_17",116,1972-11-17
"1972_11_18",120,1972-11-18
"1972_11_19",99,1972-11-19
"1972_11_20",125,1972-11-20
"1972_11_21",122,1972-11-21
"1972_11_22",154,1972-11-22
"1972_11_23",128,1972-11-23
"1972_11_24",120,1972-11-24
"1972_11_25",140,1972-11-25
"1972_11_26",100,1972-11-26
"1972_11_27",128,1972-11-27
"1972_11_28",148,1972-11-28
"1972_11_29",117,1972-11-29
"1972_11_30",137,1972-11-30
"1972_12_01",135,1972-12-01
"1972_12_02",149,1972-12-02
"1972_12_03",142,1972-12-03
"1972_12_04",121,1972-12-04
"1972_12_05",168,1972-12-05
"1972_12_06",151,1972-12-06
"1972_12_07",135,1972-12-07
"1972_12_08",110,1972-12-08
"1972_12_09",108,1972-12-09
"1972_12_10",138,1972-12-10
"1972_12_11",124,1972-12-11
"1972_12_12",186,1972-12-12
"1972_12_13",146,1972-12-13
"1972_12_14",120,1972-12-14
"1972_12_15",156,1972-12-15
"1972_12_16",172,1972-12-16
"1972_12_17",89,1972-12-17
"1972_12_18",129,1972-12-18
"1972_12_19",125,1972-12-19
"1972_12_20",138,1972-12-20
"1972_12_21",113,1972-12-21
"1972_12_22",161,1972-12-22
"1972_12_23",146,1972-12-23
"1972_12_24",176,1972-12-24
"1972_12_25",253,1972-12-25
"1972_12_26",143,1972-12-26
"1972_12_27",130,1972-12-27
"1972_12_28",143,1972-12-28
"1972_12_29",123,1972-12-29
"1972_12_30",111,1972-12-30
"1972_12_31",115,1972-12-31
"1973_01_01",318,1973-01-01
"1973_01_02",151,1973-01-02
"1973_01_03",157,1973-01-03
"1973_01_04",146,1973-01-04
"1973_01_05",185,1973-01-05
"1973_01_06",147,1973-01-06
"1973_01_07",107,1973-01-07
"1973_01_08",130,1973-01-08
"1973_01_09",124,1973-01-09
"1973_01_10",148,1973-01-10
"1973_01_11",114,1973-01-11
"1973_01_12",126,1973-01-12
"1973_01_13",112,1973-01-13
"1973_01_14",106,1973-01-14
"1973_01_15",119,1973-01-15
"1973_01_16",100,1973-01-16
"1973_01_17",109,1973-01-17
"1973_01_18",117,1973-01-18
"1973_01_19",105,1973-01-19
"1973_01_20",112,1973-01-20
"1973_01_21",104,1973-01-21
"1973_01_22",113,1973-01-22
"1973_01_23",121,1973-01-23
"1973_01_24",107,1973-01-24
"1973_01_25",114,1973-01-25
"1973_01_26",98,1973-01-26
"1973_01_27",100,1973-01-27
"1973_01_28",106,1973-01-28
"1973_01_29",113,1973-01-29
"1973_01_30",95,1973-01-30
"1973_01_31",86,1973-01-31
"1973_02_01",102,1973-02-01
"1973_02_02",238,1973-02-02
"1973_02_03",147,1973-02-03
"1973_02_04",132,1973-02-04
"1973_02_05",143,1973-02-05
"1973_02_06",122,1973-02-06
"1973_02_07",124,1973-02-07
"1973_02_08",126,1973-02-08
"1973_02_09",120,1973-02-09
"1973_02_10",122,1973-02-10
"1973_02_11",124,1973-02-11
"1973_02_12",139,1973-02-12
"1973_02_13",125,1973-02-13
"1973_02_14",112,1973-02-14
"1973_02_15",126,1973-02-15
"1973_02_16",119,1973-02-16
"1973_02_17",109,1973-02-17
"1973_02_18",127,1973-02-18
"1973_02_19",96,1973-02-19
"1973_02_20",112,1973-02-20
"1973_02_21",100,1973-02-21
"1973_02_22",113,1973-02-22
"1973_02_23",144,1973-02-23
"1973_02_24",110,1973-02-24
"1973_02_25",138,1973-02-25
"1973_02_26",114,1973-02-26
"1973_02_27",101,1973-02-27
"1973_02_28",138,1973-02-28
"1973_03_01",120,1973-03-01
"1973_03_02",135,1973-03-02
"1973_03_03",280,1973-03-03
"1973_03_04",160,1973-03-04
"1973_03_05",144,1973-03-05
"1973_03_06",147,1973-03-06
"1973_03_07",138,1973-03-07
"1973_03_08",134,1973-03-08
"1973_03_09",136,1973-03-09
"1973_03_10",151,1973-03-10
"1973_03_11",122,1973-03-11
"1973_03_12",141,1973-03-12
"1973_03_13",155,1973-03-13
"1973_03_14",119,1973-03-14
"1973_03_15",179,1973-03-15
"1973_03_16",115,1973-03-16
"1973_03_17",147,1973-03-17
"1973_03_18",124,1973-03-18
"1973_03_19",129,1973-03-19
"1973_03_20",135,1973-03-20
"1973_03_21",134,1973-03-21
"1973_03_22",113,1973-03-22
"1973_03_23",147,1973-03-23
"1973_03_24",130,1973-03-24
"1973_03_25",129,1973-03-25
"1973_03_26",141,1973-03-26
"1973_03_27",123,1973-03-27
"1973_03_28",131,1973-03-28
"1973_03_29",118,1973-03-29
"1973_03_30",120,1973-03-30
"1973_03_31",90,1973-03-31
"1973_04_01",130,1973-04-01
"1973_04_02",129,1973-04-02
"1973_04_03",164,1973-04-03
"1973_04_04",195,1973-04-04
"1973_04_05",150,1973-04-05
"1973_04_06",148,1973-04-06
"1973_04_07",128,1973-04-07
"1973_04_08",112,1973-04-08
"1973_04_09",126,1973-04-09
"1973_04_10",131,1973-04-10
"1973_04_11",124,1973-04-11
"1973_04_12",170,1973-04-12
"1973_04_13",112,1973-04-13
"1973_04_14",121,1973-04-14
"1973_04_15",141,1973-04-15
"1973_04_16",138,1973-04-16
"1973_04_17",115,1973-04-17
"1973_04_18",103,1973-04-18
"1973_04_19",112,1973-04-19
"1973_04_20",132,1973-04-20
"1973_04_21",113,1973-04-21
"1973_04_22",101,1973-04-22
"1973_04_23",103,1973-04-23
"1973_04_24",156,1973-04-24
"1973_04_25",123,1973-04-25
"1973_04_26",116,1973-04-26
"1973_04_27",102,1973-04-27
"1973_04_28",116,1973-04-28
"1973_04_29",106,1973-04-29
"1973_04_30",101,1973-04-30
"1973_05_01",134,1973-05-01
"1973_05_02",132,1973-05-02
"1973_05_03",123,1973-05-03
"1973_05_04",159,1973-05-04
"1973_05_05",242,1973-05-05
"1973_05_06",142,1973-05-06
"1973_05_07",133,1973-05-07
"1973_05_08",112,1973-05-08
"1973_05_09",108,1973-05-09
"1973_05_10",138,1973-05-10
"1973_05_11",121,1973-05-11
"1973_05_12",113,1973-05-12
"1973_05_13",120,1973-05-13
"1973_05_14",125,1973-05-14
"1973_05_15",134,1973-05-15
"1973_05_16",87,1973-05-16
"1973_05_17",91,1973-05-17
"1973_05_18",124,1973-05-18
"1973_05_19",113,1973-05-19
"1973_05_20",120,1973-05-20
"1973_05_21",100,1973-05-21
"1973_05_22",108,1973-05-22
"1973_05_23",131,1973-05-23
"1973_05_24",90,1973-05-24
"1973_05_25",126,1973-05-25
"1973_05_26",106,1973-05-26
"1973_05_27",118,1973-05-27
"1973_05_28",105,1973-05-28
"1973_05_29",97,1973-05-29
"1973_05_30",107,1973-05-30
"1973_05_31",100,1973-05-31
"1973_06_01",147,1973-06-01
"1973_06_02",123,1973-06-02
"1973_06_03",152,1973-06-03
"1973_06_04",153,1973-06-04
"1973_06_05",162,1973-06-05
"1973_06_06",223,1973-06-06
"1973_06_07",164,1973-06-07
"1973_06_08",135,1973-06-08
"1973_06_09",105,1973-06-09
"1973_06_10",177,1973-06-10
"1973_06_11",117,1973-06-11
"1973_06_12",150,1973-06-12
"1973_06_13",129,1973-06-13
"1973_06_14",139,1973-06-14
"1973_06_15",159,1973-06-15
"1973_06_16",145,1973-06-16
"1973_06_17",100,1973-06-17
"1973_06_18",101,1973-06-18
"1973_06_19",119,1973-06-19
"1973_06_20",121,1973-06-20
"1973_06_21",96,1973-06-21
"1973_06_22",131,1973-06-22
"1973_06_23",134,1973-06-23
"1973_06_24",136,1973-06-24
"1973_06_25",137,1973-06-25
"1973_06_26",157,1973-06-26
"1973_06_27",106,1973-06-27
"1973_06_28",123,1973-06-28
"1973_06_29",106,1973-06-29
"1973_06_30",122,1973-06-30
"1973_07_01",100,1973-07-01
"1973_07_02",88,1973-07-02
"1973_07_03",139,1973-07-03
"1973_07_04",104,1973-07-04
"1973_07_05",102,1973-07-05
"1973_07_06",121,1973-07-06
"1973_07_07",157,1973-07-07
"1973_07_08",105,1973-07-08
"1973_07_09",91,1973-07-09
"1973_07_10",90,1973-07-10
"1973_07_11",104,1973-07-11
"1973_07_12",116,1973-07-12
"1973_07_13",106,1973-07-13
"1973_07_14",117,1973-07-14
"1973_07_15",130,1973-07-15
"1973_07_16",120,1973-07-16
"1973_07_17",148,1973-07-17
"1973_07_18",119,1973-07-18
"1973_07_19",95,1973-07-19
